gender,age_group,level_of_study,lecture_location,accommodation_type,faculty,off_campus_duration,room_category,annual_rent,includes_water,includes_electricity,includes_waste_disposal,has_running_water,has_extra_storage,has_wifi_internet,has_study_area,has_security_services,has_generator_backup_power,hostel_distance_minutes,commute_mode,room_size,furnished_bed,furnished_table,furnished_chairs,has_access_controls,has_janitorial_services,required_deposit,recent_rent_increase,avg_rent_nearby,hostel_location
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,4000,Kwaprow
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3000,Apewosika
Female,21-25,Fourth year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,31 - 40 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2500,Kwesi Pra
Female,16-20,Second year,Old Site,2 in a room,Faculty of Social Sciences,6 months to 1 year,Full self contain,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2900,Apewosika
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,300,2000,Ayensu
Male,21-25,Fourth year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2700,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1700,500,1600,Kwaprow
Male,26-30,Post Graduate,Science,2 in a room,Faculty of Education,3 years or more,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2700,Apewosika
Male,21-25,Third year,Science,3 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,No,No,1200,400,2000,Apewosika
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,No,No,1200,400,1900,Apewosika
Male,21-25,Third year,Science,3 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2200,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,No,No,1200,400,1870,Apewosika
Male,16-20,Second year,Science,2 in a room,School of Physical Sciences,6 months to 1 year,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2500,Amamoma
Male,21-25,Fourth year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3000,Kwesi Pra
Female,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,No,No,2000,500,2800,Apewosika
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3500,Amamoma
Male,21-25,Third year,Science,2 in a room,School of Physical Sciences,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3800,Ayensu
Female,21-25,Second year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Shared washroom- No kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,300,2000,Amamoma
Female,21-25,Fourth year,Old Site,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2800,Ayensu
Male,21-25,Fourth year,Science,2 in a room,School of Business,Between a year and 2 years,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3600,Kwaprow
Male,16-20,Second year,Science,3 in a room,School of Business,6 months to 1 year,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1800,Amamoma
Male,21-25,Fourth year,Science,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,2000,Yes,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1780,Amamoma
Male,21-25,Third year,Science,3 in a room,Faculty of Arts,Between a year and 2 years,Shared washroom- No kitchen,2000,Yes,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1800,Amamoma
Female,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2889,Apewosika
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2230,Kwesi Pra
Female,21-25,Third year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,No,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,500,2500,Ayensu
Female,21-25,Third year,Science,2 in a room,School of Biological Sciences,Between a year and 2 years,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1500,500,1900,Kwaprow
Female,16-20,First year,Science,Private room(1 in a room),Faculty of Arts,Less than 6 months,Full self contain,7000,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,6000,1000,6000,Amamoma
Female,21-25,Second year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3800,Amamoma
Female,21-25,Third year,Science,Private room(1 in a room),School of Business,Between a year and 2 years,Full self contain,7000,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,6000,500,6700,Ayensu
Male,21-25,Third year,Science,2 in a room,School of Biological Sciences,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2600,Amamoma
Female,21-25,Second year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,300,2600,Amamoma
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2600,Amamoma
Male,21-25,Fourth year,Science,2 in a room,School of Business,3 years or more,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3300,Ayensu
,16-20,Third year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Shared washroom- No kitchen,2000,No,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,1867,Kwesi Pra
Female,16-20,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2400,Apewosika
Male,26-30,Post Graduate,Science,2 in a room,School of Business,3 years or more,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3600,Kwaprow
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2700,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1700,400,1680,Amamoma
Male,21-25,Fourth year,Science,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,No,No,1000,500,1800,Apewosika
,21-25,Fourth year,Old Site,3 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Shuttle,Above 30 sqm,Yes,Yes,Yes,No,No,1000,400,1980,Apewosika
Male,21-25,Fourth year,Science,3 in a room,Faculty of Arts,3 years or more,Self washroom - shared kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1300,400,2100,Apewosika
,21-25,Fourth year,Science,2 in a room,School of Business,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3100,Amamoma
Male,21-25,Second year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,500,2500,Amamoma
Female,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2600,Yes,No,No,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1600,400,2300,Amamoma
Male,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,4000,Ayensu
Female,16-20,Third year,Science,Private room(1 in a room),Faculty of Arts,Between a year and 2 years,Full self contain,7000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,6000,1000,6400,Amamoma
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2600,Kwaprow
Male,16-20,Second year,Science,2 in a room,School of Business,6 months to 1 year,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,2368,Apewosika
Male,21-25,,Science,3 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,3200,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,700,2800,Ayensu
Male,21-25,Third year,Science,3 in a room,School of Physical Sciences,Between a year and 2 years,Shared washroom- No kitchen,2300,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1800,Amamoma
Male,21-25,Third year,Science,3 in a room,School of Physical Sciences,Between a year and 2 years,Shared washroom- No kitchen,2100,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1850,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2860,Kwaprow
Male,21-25,Third year,Science,2 in a room,Faculty of Education,,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2670,Amamoma
Male,21-25,Second year,Science,2 in a room,School of Business,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2800,Amamoma
Male,21-25,Third year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Self washroom - shared kitchen,2700,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2600,Ayensu
Female,21-25,Third year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,500,2200,Apewosika
Male,16-20,Second year,Science,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,2700,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,2300,Apewosika
Male,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,3500,500,3800,Amamoma
Male,21-25,Fourth year,Science,2 in a room,School of Business,3 years or more,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,2980,Amamoma
Female,21-25,Third year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2800,Amamoma
Female,16-20,First year,Science,2 in a room,Faculty of Arts,Less than 6 months,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3000,Ayensu
Female,16-20,First year,Science,2 in a room,School of Business,Less than 6 months,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3009,Ayensu
Male,21-25,Fourth year,Science,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,1800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1500,Apewosika
Male,21-25,Fourth year,Old Site,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,1800,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1600,Apewosika
Male,21-25,Fourth year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1650,Apewosika
Male,21-25,Third year,Science,Private room(1 in a room),School of Business,Between a year and 2 years,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,5000,800,6000,Amamoma
Female,21-25,Fourth year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,1800,Kwaprow
Female,16-20,Second year,Science,2 in a room,School of Business,6 months to 1 year,Shared washroom- No kitchen,2000,Yes,No,,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1800,
Female,21-25,Second year,Science,2 in a room,School of Business,6 months to 1 year,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,1700,Amamoma
Male,16-20,Third year,Science,Private room(1 in a room),Faculty of Social Sciences,Between a year and 2 years,Full self contain,7000,Yes,No,Yes,Yes,Yes,Yes,No,No,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,6000,500,6400,Kwaprow
Male,16-20,Third year,Science,2 in a room,Faculty of Arts,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,2700,Amamoma
Male,21-25,Fourth year,Science,2 in a room,Faculty of Social Sciences,Between a year and 2 years,Full self contain,4500,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,11 - 20 minutes walk,Taxi,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,700,3680,Kwaprow
Female,16-20,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Full self contain,4000,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,Yes,No,3000,500,3690,Kwaprow
Female,21-25,Fourth year,Science,2 in a room,Faculty of Education,3 years or more,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2500,Amamoma
Male,16-20,Second year,Science,2 in a room,Faculty of Education,6 months to 1 year,Self washroom - shared kitchen,2500,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,500,2200,Ayensu
Female,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2600,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1600,400,2400,Kwaprow
Male,16-20,First year,Science,2 in a room,Faculty of Social Sciences,Less than 6 months,Shared washroom- No kitchen,2500,No,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,300,2300,Amamoma
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1800,No,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Shuttle,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1600,Apewosika
Male,16-20,Second year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,2000,Kwaprow
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,2000,500,3000,Amamoma
,16-20,Second year,Old Site,2 in a room,Faculty of Social Sciences,6 months to 1 year,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,21 - 30 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2800,Ayensu
Male,21-25,Third year,Science,2 in a room,School of Business,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1800,500,2500,Amamoma
,26-30,Post Graduate,Science,2 in a room,School of Biological Sciences,3 years or more,Self washroom - shared kitchen,3100,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,2000,400,2900,Amamoma
Female,21-25,Fourth year,Old Site,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2800,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,260,Amamoma
Female,21-25,Fourth year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,400,2300,Kwaprow
Female,21-25,Second year,Science,2 in a room,Faculty of Arts,Between a year and 2 years,Self washroom - shared kitchen,3000,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,400,2700,Amamoma
Female,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Self washroom - shared kitchen,2000,No,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1500,400,1600,Amamoma
Male,21-25,Fourth year,Old Site,3 in a room,Faculty of Social Sciences,Between a year and 2 years,Shared washroom- No kitchen,1500,No,No,No,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1600,Apewosika
Male,21-25,Third year,Science,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1500,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1350,Apewosika
Male,21-25,Fourth year,Science,3 in a room,Faculty of Arts,3 years or more,Shared washroom- No kitchen,1000,No,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1430,Apewosika
Male,21-25,Third year,Science,2 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,21 - 30 minutes walk,Walking,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,300,1690,Ayensu
Male,21-25,Third year,Old Site,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,1900,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1689,Amamoma
Male,21-25,Fourth year,Science,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,1900,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1700,Kwaprow
Male,21-25,Fourth year,Science,3 in a room,Faculty of Education,3 years or more,Shared washroom- No kitchen,1900,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,20 - 30 sqm,Yes,Yes,Yes,No,No,1000,400,1800,Kwaprow
Female,16-20,Second year,Science,Private room(1 in a room),Faculty of Arts,6 months to 1 year,Full self contain,6500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1 - 10 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,Yes,No,4000,500,6006,Ayensu
Male,21-25,Third year,Science,3 in a room,School of Business,Between a year and 2 years,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,1000,300,1800,Amamoma
Male,21-25,Third year,Science,3 in a room,School of Business,Between a year and 2 years,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,1 - 10 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,1000,300,1500,Amamoma
Male,21-25,Third year,Old Site,3 in a room,Faculty of Education,Between a year and 2 years,Shared washroom- No kitchen,2000,Yes,No,Yes,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Walking,Above 30 sqm,Yes,Yes,Yes,No,No,1000,300,1680,Amamoma
Female,21-25,Fourth year,Science,2 in a room,Faculty of Arts,3 years or more,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,3000,Apewosika
Female,21-25,Fourth year,Science,2 in a room,Faculty of Arts,3 years or more,Full self contain,3500,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Shuttle,20 - 30 sqm,Yes,Yes,Yes,No,No,200,500,3200,Apewosika
Male,21-25,Second year,Science,2 in a room,School of Physical Sciences,6 months to 1 year,Self washroom - shared kitchen,3200,Yes,No,Yes,Yes,Yes,No,No,Yes,No,11 - 20 minutes walk,Walking,20 - 30 sqm,Yes,Yes,Yes,No,No,2000,500,2800,Amamoma
Male,21-25,Fourth year,Science,2 in a room,School of Biological Sciences,3 years or more,Shared washroom- No kitchen,1700,No,No,No,Yes,Yes,No,No,No,No,11 - 20 minutes walk,Taxi,15 - 20 sqm,Yes,Yes,Yes,No,No,1000,200,1500,Ayensu
